Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Sector,Industry,Market,QuoteType,Dividend Yield,Debt-to-Equity Ratio,Current Ratio,Earning per Share,Variability Index
1996-01-15,5.150000095367432,5.150000095367432,5.150000095367432,5.150000095367432,4.262989044189453,2000,AUROPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,N/A,EQUITY,0.0036000002,22.27,1.984,54.2,0.0
1996-01-16,5.150000095367432,5.150000095367432,5.150000095367432,5.150000095367432,4.262989044189453,2000,AUROPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,N/A,EQUITY,0.0036000002,22.27,1.984,54.2,0.0
1996-01-17,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,4.221601486206055,2000,AUROPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,N/A,EQUITY,0.0036000002,22.27,1.984,54.2,0.0
1996-01-18,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,4.221601486206055,0,AUROPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,N/A,EQUITY,0.0036000002,22.27,1.984,54.2,0.0
1996-01-19,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,4.221601486206055,0,AUROPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,N/A,EQUITY,0.0036000002,22.27,1.984,54.2,0.0
1996-01-22,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,4.221601486206055,0,AUROPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,N/A,EQUITY,0.0036000002,22.27,1.984,54.2,0.0
1996-01-23,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,4.221601486206055,0,AUROPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,N/A,EQUITY,0.0036000002,22.27,1.984,54.2,0.0
1996-01-24,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,4.221601486206055,0,AUROPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,N/A,EQUITY,0.0036000002,22.27,1.984,54.2,0.0
1996-01-25,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,4.221601486206055,0,AUROPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,N/A,EQUITY,0.0036000002,22.27,1.984,54.2,0.0
1996-01-26,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,4.221601486206055,0,AUROPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,N/A,EQUITY,0.0036000002,22.27,1.984,54.2,0.0
1996-01-29,5.099999904632568,5.099999904632568,5.099999904632568,5.099999904632568,4.221601486206055,0,AUROPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,N/A,EQUITY,0.0036000002,22.27,1.984,54.2,0.0
1996-01-30,5.099999904632568,5.099999904632568,4.75,4.75,3.9318838119506836,4000,AUROPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,N/A,EQUITY,0.0036000002,22.27,1.984,54.2,0.07368419044896175
