Date,Open,High,Low,Close,Adj Close,Volume,Symbol,Sector,Industry,Market,QuoteType,Dividend Yield,Debt-to-Equity Ratio,Current Ratio,Earning per Share,Variability Index
2002-07-01,20.0,22.0,19.649999618530273,21.450000762939453,19.478328704833984,17331,MARALOVER,Consumer Cyclical,Textile Manufacturing,N/A,EQUITY,,361.913,0.979,-2.35,0.11959289705296673
2002-07-02,21.5,22.5,21.049999237060547,21.299999237060547,19.342117309570312,20537,MARALOVER,Consumer Cyclical,Textile Manufacturing,N/A,EQUITY,,361.913,0.979,-2.35,0.06888364919209058
2002-07-03,21.75,21.75,20.600000381469727,20.899999618530273,18.978883743286133,8704,MARALOVER,Consumer Cyclical,Textile Manufacturing,N/A,EQUITY,,361.913,0.979,-2.35,0.05582522316673014
2002-07-04,21.25,22.299999237060547,20.149999618530273,21.450000762939453,19.478328704833984,41680,MARALOVER,Consumer Cyclical,Textile Manufacturing,N/A,EQUITY,,361.913,0.979,-2.35,0.10669973494952814
2002-07-05,22.450000762939453,22.899999618530273,22.0,22.149999618530273,20.113985061645508,54771,MARALOVER,Consumer Cyclical,Textile Manufacturing,N/A,EQUITY,,361.913,0.979,-2.35,0.040909073569557884
2002-07-08,22.5,24.25,21.649999618530273,24.100000381469727,21.884742736816406,89567,MARALOVER,Consumer Cyclical,Textile Manufacturing,N/A,EQUITY,,361.913,0.979,-2.35,0.12009239848874555
2002-07-09,24.25,25.0,24.049999237060547,24.200000762939453,21.97555160522461,133602,MARALOVER,Consumer Cyclical,Textile Manufacturing,N/A,EQUITY,,361.913,0.979,-2.35,0.03950107247718835
2002-07-10,24.75,24.75,23.25,23.600000381469727,21.430702209472656,62017,MARALOVER,Consumer Cyclical,Textile Manufacturing,N/A,EQUITY,,361.913,0.979,-2.35,0.06451612903225806
2002-07-11,23.0,23.600000381469727,23.0,23.299999237060547,21.158275604248047,40056,MARALOVER,Consumer Cyclical,Textile Manufacturing,N/A,EQUITY,,361.913,0.979,-2.35,0.026086973107379417
2002-07-12,24.149999618530273,24.149999618530273,23.399999618530273,23.5,21.339893341064453,13914,MARALOVER,Consumer Cyclical,Textile Manufacturing,N/A,EQUITY,,361.913,0.979,-2.35,0.03205128257378607
2002-07-15,24.899999618530273,24.899999618530273,22.0,22.899999618530273,20.795045852661133,17173,MARALOVER,Consumer Cyclical,Textile Manufacturing,N/A,EQUITY,,361.913,0.979,-2.35,0.1318181644786488
2002-07-16,22.75,23.25,22.399999618530273,22.899999618530273,20.795045852661133,15828,MARALOVER,Consumer Cyclical,Textile Manufacturing,N/A,EQUITY,,361.913,0.979,-2.35,0.03794644624755121
2002-07-17,20.75,22.649999618530273,20.700000762939453,22.100000381469727,20.068580627441406,15544,MARALOVER,Consumer Cyclical,Textile Manufacturing,N/A,EQUITY,,361.913,0.979,-2.35,0.09420283979322498
2002-07-18,21.950000762939453,22.0,21.5,21.950000762939453,19.932369232177734,2514,MARALOVER,Consumer Cyclical,Textile Manufacturing,N/A,EQUITY,,361.913,0.979,-2.35,0.023255813953488372
2002-07-19,21.799999237060547,22.149999618530273,21.600000381469727,21.950000762939453,19.932369232177734,5076,MARALOVER,Consumer Cyclical,Textile Manufacturing,N/A,EQUITY,,361.913,0.979,-2.35,0.02546292719200051
